TF	Target	EdgeWeight
HAND2	BNIP3	0.001847819541580975
HAND2	PRPS2	0.0018477528356015682
KLF5	ABLIM1	0.0018477352568879724
TFAP2A	ARID4B	0.0018477273406460881
EGR1	TJP2	0.001847688457928598
FOXP1	MLF1IP	0.0018476778641343117
SOX17	XRCC5	0.0018476631958037615
MXI1	CPE	0.001847558654844761
SOX2	SLCO2A1	0.0018475190736353397
SOX17	IGDCC4	0.0018475116230547428
TEAD4	HMGN2	0.0018474179087206721
TFAP2A	EPB41L3	0.0018474136013537645
KLF5	ANGPT2	0.001847403822466731
MXI1	RUVBL1	0.001847363542765379
KLF5	TFB2M	0.0018473498057574034
SOX2	SIRT1	0.0018472247757017612
FOXP1	ERCC-00076	0.0018471927614882588
TCF4	ETV1	0.0018471484072506428
KLF5	GATA3	0.0018471447983756661
KLF5	NAA15	0.0018470027716830373
HAND2	FEZ1	0.0018469983479008079
SOX2	SEMA6D	0.001846964005380869
EGR1	MYCT1	0.0018468748312443495
TEAD4	ERCC-00004	0.0018468420021235943
KLF5	CDCA2	0.0018468259368091822
FOXP1	FZD5	0.0018468109192326665
FOXP1	KDR	0.0018467983463779092
KLF5	VIM	0.0018467854242771864
GATA3	NR2C1	0.0018467329209670424
SNAI2	CBR1	0.0018467038171365857
JUND	SALL3	0.0018466993933543563
HAND2	ERCC-00108	0.0018466988112777472
EZH2	FOXK1	0.0018466712208464742
EGR1	TCF7L1	0.001846635015681386
SOX17	FAM117B	0.0018466301262378693
SOX2	SMG6	0.0018465790199115872
SOX2	GABRB2	0.0018464579479768872
SOX2	BMP2	0.0018464387394487858
OTX2	KIF15	0.0018463898450136185
FOXP1	ALYREF	0.0018461240688338876
FOXP1	UNC5C	0.0018461095169186592
HAND2	POLR3G	0.0018460438586771488
KLF5	LPIN1	0.0018460112623870373
TEAD4	POLR2I	0.0018460035789757967
SOX17	GATAD2A	0.001845991238951683
GATA3	TTK	0.0018459726125001907
TEAD4	PHLDB2	0.0018459551502019167
KLF5	POU2AF1	0.001845911261625588
GATA3	BCLAF1	0.0018458671402186155
POU5F1	WDR35	0.0018458637641742826
SNAI2	SSB	0.0018458274425938725
AR	LPIN1	0.001845826511271298
KLF5	WDR12	0.001845819060690701
SNAI2	WWTR1	0.0018457988044247031
MXI1	MCM5	0.001845772028900683
SOX2	ASH2L	0.0018456955440342426
SNAI2	ACTC1	0.0018456034595146775
SOX17	SYNE2	0.0018455462995916605
TFAP2A	SNAPC3	0.0018453451339155436
KLF5	PPM1H	0.001845279592089355
MXI1	CLDN11	0.0018452579388394952
MLLT3	LPGAT1	0.0018452522344887257
SNAI2	CASD1	0.0018451135838404298
KLF5	SEMA3E	0.0018450667848810554
KLF5	PTMA	0.0018450638744980097
FOXP1	MIA3	0.0018450572388246655
KLF5	SRSF2	0.0018449394265189767
MLLT3	HNRNPD	0.001844886690378189
LEF1	SRSF2	0.0018448280170559883
TCF4	HAPLN1	0.0018448169576004148
HAND2	VAMP7	0.0018447993788868189
FOXP1	SLC46A3	0.0018447863403707743
KLF5	ZFHX3	0.001844748156145215
KLF5	FLI1	0.0018446597969159484
EGR1	TRIM33	0.0018446105532348156
FOXP1	LPIN1	0.0018444405868649483
MXI1	SSFA2	0.001844431390054524
SOX17	PSMD9	0.0018443710869178176
MXI1	TAF1L	0.0018443302251398563
EGR1	TP53	0.001844314974732697
ZFP42	ERCC-00042	0.0018443117151036859
AR	ELMOD2	0.0018442728323861957
SNAI2	TTN	0.0018442217260599136
MLLT3	CBX3	0.0018441714346408844
TCF4	WDR3	0.001844150829128921
EGR1	FAM117B	0.0018441444262862206
AR	CDCA7L	0.0018438788829371333
EZH2	TEX10	0.0018438093829900026
TCF4	ERCC-00004	0.0018438068218529224
KLF5	KHDRBS2	0.0018437617691233754
EGR1	MCM2	0.0018435821402817965
SOX2	PLSCR4	0.0018435786478221416
SOX2	GATA2	0.0018435749225318432
HAND2	NUAK1	0.0018435437232255936
EGR1	FARSB	0.0018434971570968628
GATA2	MIF	0.0018434750381857157
SOX2	RNPS1	0.0018434155499562621
HAND2	TRIP13	0.0018433635123074055
GATA3	CDCA2	0.0018432519864290953
OTX2	DNMT1	0.0018431622302159667
POU5F1	CTNNB1	0.001843030215241015
MXI1	CA14	0.0018430182244628668
GATA3	EEF1A1	0.0018429639749228954
ZFP42	ETV4	0.0018429363844916224
FOXP1	MYBBP1A	0.0018428629264235497
SOX2	KIF15	0.0018428375478833914
SOX2	KIF23	0.001842786674387753
MXI1	DDHD2	0.0018427431350573897
MXI1	MYCT1	0.001842733589001
GATA3	ODC1	0.0018426855094730854
MXI1	GLIPR2	0.001842653495259583
AR	ALYREF	0.0018426402239128947
KLF5	ETV3	0.0018425806192681193
LEF1	PFKFB2	0.001842553960159421
EZH2	ERCC-00002	0.0018425065791234374
SOX2	GLMN	0.0018425002926960588
SOX2	PURA	0.0018424938898533583
LEF1	CCND1	0.001842488069087267
KLF5	HCFC1	0.0018424253212288022
MXI1	PFKFB2	0.0018423697911202908
EZH2	SAP18	0.0018422766588628292
LEF1	POLR1B	0.0018422345165163279
FOXP1	ZHX3	0.001842196797952056
FOXP1	ZFP42	0.0018421921413391829
KLF5	PLCB4	0.0018421567510813475
GATA3	HNRNPD	0.001842073630541563
SOX2	LGR5	0.001842066296376288
EGR1	TAF1L	0.0018420472042635083
ZFP42	MEX3C	0.0018419981934130192
POU5F1	PHF17	0.0018419950501993299
SNAI2	MRS2	0.0018419811967760324
POU5F1	YPEL5	0.0018418884137645364
EGR1	POLR2K	0.0018418596591800451
KLF5	SSFA2	0.001841844292357564
FOXH1	ETS1	0.0018417753744870424
EGR1	POU5F1	0.0018416618695482612
KLF5	SRSF3	0.0018416281091049314
SOX2	GNG11	0.0018415481317788363
ZFP42	CNTRL	0.0018414888763800263
POU5F1	VPS54	0.0018414619844406843
MXI1	CD48	0.0018413382349535823
KLF5	PDLIM3	0.001841313554905355
SOX17	PRIC285	0.001841302728280425
FOXP1	ZRANB2	0.001841296791099012
KLF5	SPIB	0.0018412937643006444
MXI1	DNMT3A	0.001841256394982338
FOXP1	ERCC-00108	0.0018412452191114426
SOX2	ZNF764	0.001841168967075646
KLF5	BMP2	0.0018409693147987127
SOX17	ZNF471	0.0018409385811537504
MXI1	KLHL24	0.0018409383483231068
EGR1	SNRPB	0.0018408900359645486
SOX17	BCLAF1	0.0018408813048154116
MXI1	ERCC-00025	0.0018408580217510462
SOX2	SNX16	0.001840842654928565
HAND2	TFB2M	0.001840829150751233
BCL11A	PRKACB	0.001840769313275814
MXI1	NUP54	0.0018407603492960334
KLF5	GLRX	0.0018407331081107259
EGR1	DDHD2	0.0018407225143164396
MXI1	GNG11	0.0018406393937766552
SOX2	FAM89A	0.0018405452137812972
SOX17	AFF4	0.0018404803704470396
AR	SATB1	0.0018403767608106136
MLLT3	CBR1	0.001840310520492494
AR	SNRPB	0.0018401338020339608
HAND2	CDCA8	0.0018401193665340543
OTX2	RHOBTB3	0.0018399095861241221
SNAI2	COLEC12	0.0018398909596726298
AR	XRCC6	0.0018398534739390016
OTX2	MLL3	0.001839822856709361
KLF5	ZNF142	0.0018398097017779946
HAND2	SULF2	0.0018397622043266892
GATA3	TMEM64	0.0018397271633148193
GATA3	DNAJC2	0.0018397268140688539
AR	SIPA1L2	0.0018396337982267141
GATA3	ZNF471	0.0018396133091300726
EGR1	DNMT3A	0.0018394652288407087
MLLT3	SNRPB	0.0018394574290141463
TCF4	SRSF2	0.0018394265789538622
FOXP1	ARID4B	0.0018394029466435313
KLF5	CREB3L2	0.001839362783357501
KLF5	KIAA1109	0.0018393195932731032
EGR1	PLK2	0.001839313074015081
MXI1	SFRP1	0.0018393095815554261
KLF5	COBLL1	0.001839280128479004
MXI1	DNMT3B	0.0018392568454146385
AR	NUAK1	0.0018391382182016969
GATA3	FEZ1	0.0018391020130366087
MXI1	CYP1B1	0.0018390822224318981
GATA3	SMAD2	0.0018390644108876586
FOXP1	ILF2	0.001839056727476418
LEF1	ST8SIA1	0.001838955213315785
EGR1	ERBB4	0.001838915515691042
SOX2	OTX2	0.001838911441154778
HAND2	FN1	0.0018388067837804556
MLLT3	HAND1	0.0018388050375506282
EGR1	BARX2	0.0018387751188129187
SOX2	GCA	0.0018385964212939143
SOX2	SALL3	0.0018385169096291065
HAND2	CDH11	0.0018384999129921198
SOX2	ERCC-00042	0.0018384527647867799
LEF1	MED14	0.001838392112404108
GATA3	KLHL28	0.0018383082933723927
LEF1	IRF1	0.0018382922280579805
MXI1	PRKACB	0.0018381979316473007
HAND2	HLA-DQB1	0.001838162075728178
ZFP42	TCF7L1	0.001838102238252759
SOX17	FAM188A	0.0018380861729383469
SOX2	PALLD	0.0018380582332611084
LEF1	MCM4	0.001838047057390213
EZH2	POLR3G	0.001838024123571813
TFAP2A	ZDHHC21	0.0018379474058747292
HAND2	ST8SIA1	0.0018379308748990297
AR	KLF6	0.0018378320382907987
SOX2	LRAT	0.001837745774537325
AR	MYOF	0.001837745076045394
POU5F1	TTN	0.001837736926972866
AR	DECR1	0.0018377122469246387
SOX2	ELL2	0.0018376759253442287
EZH2	OTUD6B	0.0018375772051513195
HAND2	CLDN10	0.0018375738291069865
SNAI2	WDR3	0.0018375255167484283
KLF5	RMI1	0.0018374862847849727
MXI1	TRIM27	0.001837465213611722
MXI1	ANKRD26	0.0018374355277046561
MXI1	KLHL6	0.001837420742958784
SOX2	MBIP	0.0018373947823420167
MLLT3	WWTR1	0.0018373549683019519
FOXP1	CSRP2	0.001837308518588543
SOX2	DPH2	0.0018372343620285392
POU5F1	PRDM1	0.0018372090999037027
SOX2	DAXX	0.0018371042096987367
MXI1	UTP15	0.0018370955949649215
SOX2	FXR1	0.0018370847683399916
HAND2	DEK	0.0018370093312114477
KLF5	SMAD2	0.0018370066536590457
SOX17	HAS2	0.0018370032776147127
HAND2	TP53INP1	0.0018369925674051046
LEF1	PLK2	0.00183697952888906
EGR1	ETV1	0.001836912240833044
OTX2	RMI1	0.0018368912860751152
KLF5	ATRX	0.00183687056414783
EZH2	POLR2I	0.001836863812059164
FOXP1	NR3C1	0.0018368305172771215
HAND2	TCOF1	0.0018368244636803865
OTX2	ZCCHC11	0.0018368182936683297
HAND2	POLR2D	0.0018368060700595379
POU5F1	CCPG1	0.0018368003657087684
KLF5	PITX2	0.0018366846488788724
FOXP1	COL1A2	0.0018366269068792462
EZH2	ZNF146	0.0018365993164479733
TCF4	MIA3	0.0018365795258432627
HAND2	FAM135A	0.0018365448340773582
HAND2	MAGI3	0.001836524810642004
FOXP1	PLSCR4	0.001836469047702849
EGR1	CNKSR3	0.0018364202696830034
EGR1	ERCC-00044	0.0018363272538408637
TEAD4	CBR1	0.0018363262061029673
FOXP1	ERCC-00003	0.0018362095579504967
FOXP1	XRCC5	0.0018362042028456926
EGR1	NEDD4	0.0018361941911280155
ZFP42	TMOD1	0.0018361526308581233
LEF1	DUSP10	0.001836102455854416
LEF1	WLS	0.001836083480156958
SOX17	WDFY1	0.0018360832473263144
SOX2	COBLL1	0.0018360678805038333
FOXP1	ARL4D	0.0018360574031248689
EGR1	TRIP6	0.0018359454115852714
HAND2	GLRX	0.0018359257373958826
SOX2	KIAA1467	0.0018358372617512941
SOX2	RHOBTB3	0.001835788949392736
EZH2	FBXO5	0.0018357442459091544
KLF5	PDCD11	0.0018357030348852277
SOX2	TBX3	0.001835683942772448
SOX2	LIPG	0.0018356767250224948
SOX17	GTF2H2D	0.0018356519285589457
SOX2	PELI2	0.0018355671782046556
HAND2	TRPS1	0.0018354979110881686
EZH2	COBLL1	0.001835424336604774
SOX2	LEPREL1	0.0018353414488956332
AR	DDAH1	0.001835327479057014
OTX2	DEK	0.001835320144891739
KLF5	NXT2	0.0018352193292230368
SOX2	PIK3R5	0.001835207687690854
SOX2	MAGI3	0.001835101400502026
FOXP1	APLNR	0.0018350903410464525
MLLT3	VHL	0.0018350903410464525
MLLT3	SLA2	0.001835089991800487
EGR1	SKA3	0.0018350447062402964
SOX17	PARP1	0.0018350033788010478
MXI1	COMMD10	0.0018349888268858194
KLF5	KIF15	0.001834922470152378
EGR1	POLR1C	0.001834902330301702
TFAP2A	ILF3	0.0018348977901041508
EGR1	SOX4	0.0018348864978179336
SOX2	MCM3	0.001834854600019753
TFAP2A	ZKSCAN1	0.001834781956858933
TCF4	SLC19A2	0.0018347797449678183
LEF1	ZIC3	0.0018346743891015649
FOXP1	RTKN2	0.0018346740398555994
SNAI2	STAT2	0.001834661583416164
SNAI2	DNAJB14	0.0018346240976825356
SOX2	DPF2	0.00183462118729949
POU5F1	UHRF1	0.0018345864955335855
EZH2	SP100	0.0018345692660659552
SNAI2	CREB3L2	0.0018345578573644161
FOXP1	PCDH10	0.0018344407435506582
KLF5	TCF7L1	0.001834367518313229
SNAI2	ELMOD2	0.001834335271269083
SOX2	RUVBL2	0.0018343216506764293
SOX2	ZEB2	0.0018343100091442466
OTX2	CNBP	0.0018341817194595933
SNAI2	FAM188A	0.0018341585528105497
KLF5	POLR2F	0.0018341467948630452
SOX2	RUVBL1	0.001834089052863419
KLF5	ZNF160	0.0018340394599363208
KLF5	FOXN3	0.0018340077949687839
KLF5	CXXC1	0.0018339870730414987
KLF5	KLHL6	0.0018339792732149363
SNAI2	CENPK	0.0018339257221668959
AR	RAI14	0.0018338640220463276
HAND2	DUSP4	0.0018338137306272984
SOX17	HIF1A	0.0018337918445467949
SNAI2	ABLIM1	0.0018337673973292112
MXI1	ERCC-00145	0.0018337422516196966
FOXP1	POLR1A	0.0018337327055633068
FOXP1	DDHD2	0.0018337052315473557
SOX2	LDB2	0.0018336880020797253
SOX2	GATA4	0.0018336651846766472
KLF5	PDGFA	0.001833641086705029
MXI1	ERCC-00009	0.0018336311914026737
TCF4	SLC39A8	0.0018336225766688585
TCF4	TTN	0.0018335877684876323
MXI1	FAM117B	0.001833527465350926
SOX2	ERCC-00004	0.0018335175700485706
LEF1	PIP4K2A	0.0018334387568756938
TFAP2A	SRSF6	0.0018334287451580167
KLF5	POLB	0.0018334095366299152
MXI1	TCF4	0.0018333874177187681
KLF5	CSRP2	0.0018333651823922992
EGR1	YPEL5	0.0018333522602915764
SOX2	PRTG	0.0018333320040255785
KLF5	COMMD10	0.0018332749605178833
FOXH1	KLHL24	0.0018332707695662975
POU5F1	LRAT	0.0018332083709537983
HAND2	ZNF146	0.0018331282772123814
EGR1	SKIL	0.0018330987077206373
EZH2	REL	0.0018330691382288933
SOX17	ASB4	0.0018329722806811333
FOXP1	HLA-DRB1	0.0018329647136852145
GATA3	XRCC6	0.0018329427111893892
AR	SMARCD1	0.0018328882288187742
HAND2	AFF4	0.0018328772857785225
EGR1	TRIM28	0.001832721522077918
TCF4	POLR2F	0.0018326631980016828
KLF5	TTC39B	0.0018326176796108484
HAND2	DTL	0.0018326074350625277
AR	SEMA5A	0.0018325832206755877
GATA6	NR2C1	0.0018325663404539227
KLF5	OTX2	0.0018324366537854075
TFAP2A	SIPA1L2	0.00183243362698704
GATA6	FBXO5	0.0018323834519833326
GATA3	SPIB	0.001832379144616425
FOXH1	DNMT1	0.0018323727417737246
HAND2	FST	0.0018323338590562344
EZH2	ERCC-00046	0.001832297071814537
SOX2	COLEC12	0.001832275651395321
OTX2	TCF19	0.0018322576070204377
MXI1	PSIP1	0.001832132344134152
MLLT3	KDM6A	0.0018321118550375104
SOX2	RBPJ	0.0018321061506867409
FOXP1	MATN3	0.0018320766976103187
SOX2	SLC6A15	0.001831970876082778
MXI1	TRAPPC8	0.0018319033551961184
SOX2	GCM1	0.0018318133661523461
GATA4	MAGI3	0.0018317819340154529
MXI1	SORL1	0.0018317786743864417
FOXP1	EMB	0.0018317238427698612
TFAP2A	WLS	0.001831683563068509
KLF5	RAD51AP1	0.0018316050991415977
KLF5	SH3BGRL	0.001831557834520936
AR	ACTC1	0.001831460976973176
POU5F1	TTK	0.0018313904292881489
KLF5	CCDC82	0.0018313752952963114
AR	GTF2H2	0.0018313288455829024
KLF5	MLLT6	0.001831326517276466
FOXP1	NFYB	0.0018312473548576236
SOX17	RHOBTB3	0.0018311780877411366
ZFP42	ALCAM	0.0018311267485842109
FOXP1	ZNF30	0.0018311049789190292
KLF5	TIMP3	0.0018309688894078135
TFAP2A	SMAD2	0.0018309240695089102
GATA3	BAMBI	0.0018309035804122686
GATA3	AFF4	0.0018308843718841672
FOXP1	LPGAT1	0.0018308827420696616
HAND2	C11ORF82	0.0018308812286704779
HAND2	CCND1	0.0018308412982150912
AR	RGPD2	0.001830750610679388
TFAP2A	ASNS	0.001830749330110848
EGR1	NRP1	0.0018307303544133902
MXI1	GYPB	0.0018307298887521029
KLF5	ODC1	0.0018307249993085861
HAND2	LIMD1	0.0018306965939700603
SNAI2	OTX2	0.001830684719607234
AR	BMP2	0.0018304700497537851
SOX2	ZKSCAN1	0.001830466091632843
EGR1	RGS5	0.0018304610857740045
EZH2	POU2F1	0.0018304407130926847
TFAP2A	PHLDB2	0.001830307999625802
HAND2	ARL4A	0.00183024350553751
LEF1	ASNS	0.0018302007811143994
GATA3	C12ORF23	0.0018301659729331732
EGR1	HAS2	0.0018301628297194839
HAND2	SMG6	0.0018301178934052587
FOXP1	SLC19A2	0.0018300579395145178
LEF1	DNMT3A	0.0018300575902685523
AR	CCDC138	0.0018300425726920366
KLF5	NFAT5	0.0018299377989023924
GATA3	HDGF	0.001829919288866222
SOX2	SEMA6A	0.0018299047369509935
SOX2	SSFA2	0.0018298582872375846
FOXP1	CAMK2D	0.0018298537470400333
GATA3	CNBP	0.0018297395436093211
KLF5	GINS2	0.0018297035712748766
SOX2	DRAM2	0.001829631277360022
KLF5	SSB	0.0018296277849003673
MXI1	SRSF1	0.0018295955378562212
GATA2	POU2F1	0.0018295764457434416
KLF5	NLGN4X	0.0018295367481186986
MXI1	MCM6	0.0018294088076800108
SOX2	CDH11	0.0018293544417247176
TCF4	MED14	0.0018293196335434914
KLF5	PURA	0.0018291809828951955
OTX2	POLR3E	0.001829149667173624
GATA3	MKI67IP	0.0018291440792381763
EGR1	SUPT7L	0.0018291439628228545
HAND2	COMMD10	0.001829101238399744
EGR1	ISCA1	0.0018290968146175146
SNAI2	SNAPC3	0.0018290496664121747
SNAI2	KLF8	0.0018288999563083053
SOX2	LPIN1	0.0018288778373971581
LEF1	PALLD	0.001828854321502149
HAND2	POLR2F	0.0018287283601239324
AR	ERCC-00096	0.0018286500126123428
KLF5	AKAP2	0.001828625681810081
LEF1	UTP18	0.0018285881960764527
FOXP1	DACH1	0.0018285656115040183
SOX2	ARID3A	0.0018285333644598722
TFAP2A	KIAA1804	0.0018285306869074702
FOXP1	SIRT1	0.0018285297555848956
EGR1	SEMA3A	0.0018285082187503576
HAND2	PHB2	0.0018284632824361324
TFAP2A	RRAS2	0.0018283762037754059
GATA6	ETV1	0.0018283174140378833
EGR1	CDK6	0.0018282902892678976
MXI1	FBXO34	0.0018282611854374409
OTX2	ZRANB2	0.001828246284276247
LEF1	ZIC2	0.0018281950615346432
HAND2	ERCC-00003	0.0018281108932569623
FOXP1	POLR2H	0.0018281008815392852
GATA3	POLR1A	0.0018280718941241503
EZH2	AKAP2	0.0018280368531122804
TCF4	POLR3G	0.0018280228832736611
MXI1	POLR2D	0.0018279760843142867
EGR1	CRX	0.0018277742201462388
SNAI2	ERCC-00096	0.0018277609487995505
HAND2	RNF14	0.0018277083290740848
LEF1	ERCC-00042	0.0018276997143402696
GATA3	EWSR1	0.0018276983173564076
MXI1	CNBP	0.0018276970367878675
EGR1	COLEC12	0.0018275154288858175
EGR1	DDAH1	0.0018275075126439333
EGR1	STT3B	0.0018274905160069466
HAND2	PLK1	0.0018274877220392227
EZH2	RUVBL2	0.0018274432513862848
OTX2	HDGF	0.0018274174071848392
TFAP2A	ETV1	0.0018273347523063421
FOXP1	CBFA2T2	0.001827325439080596
SOX2	CER1	0.0018273177556693554
KLF5	RIOK1	0.0018272916786372662
AR	HELZ	0.0018272772431373596
HAND2	NCOA6	0.0018272055312991142
KLF5	DPF2	0.001827192958444357
LEF1	PHC1	0.001827118219807744
GATA3	CA2	0.001827113563194871
KLF5	APOBEC3C	0.001827111467719078
JUND	LMX1B	0.0018270860891789198
HAND2	CCDC138	0.0018270681612193584
SNAI2	PSIP1	0.0018270266009494662
POU5F1	ZNF764	0.0018269262509420514
KLF5	CD9	0.001826925203204155
SOX2	TCF7L1	0.0018268573330715299
EZH2	HIF1A	0.0018268106505274773
GATA2	ASB4	0.0018267888808622956
EGR1	ZFYVE16	0.0018267873674631119
SOX2	KAT7	0.001826784573495388
OTX2	ERCC-00003	0.001826598308980465
POU5F1	TRAF6	0.001826567924581468
EZH2	CYP1B1	0.0018265125108882785
KLF5	YAF2	0.0018264689715579152
SOX2	MLLT6	0.001826430787332356
SNAI2	ODC1	0.0018263633828610182
FOXP1	CBR1	0.0018263534875586629
EGR1	NUP54	0.0018263409147039056
MXI1	RNF138	0.0018262818921357393
AR	GNG11	0.0018262763042002916
SOX17	CBX3	0.0018262685043737292
KLF5	IRF1	0.0018262467347085476
GATA2	WDR35	0.0018262248486280441
SOX2	PLCB4	0.0018262200755998492
KLF5	BNIP3	0.001826217514462769
SOX2	EMB	0.0018261574441567063
FOXP1	ERCC-00136	0.0018261248478665948
EGR1	SERTAD2	0.001826091087423265
FOXP1	GRPR	0.0018259455682709813
FOXP1	AES	0.0018259405624121428
MXI1	ERCC-00046	0.001825935672968626
KLF5	CIITA	0.0018259267089888453
KLF5	RRN3	0.0018259210046380758
EZH2	RAI1	0.0018258588388562202
FOXP1	KLF8	0.0018258587224408984
MLLT3	ZDHHC21	0.001825719140470028
SOX17	HMGN2	0.0018257091287523508
SOX17	CTNNB1	0.0018256796756759286
EZH2	TDP2	0.0018256683833897114
EGR1	TTC39B	0.001825654529966414
OTX2	PPARA	0.0018256471958011389
MXI1	SERHL2	0.001825622166506946
SOX2	TRIM28	0.0018255735049024224
OTX2	MYBL2	0.0018255432369187474
FOXP1	PATZ1	0.0018255249597132206
HAND2	RHOBTB3	0.0018255211180076003
AR	IFI16	0.0018253619782626629
GATA2	TRIM28	0.001825359184294939
TFAP2A	ARID3A	0.0018253379967063665
TFAP2A	SOX4	0.0018252964364364743
EGR1	DTL	0.001825228100642562
FOXP1	PPM1H	0.0018252027221024036
TEAD4	ERCC-00042	0.0018251831643283367
TEAD4	SSB	0.001825146027840674
FOXP1	ZDHHC21	0.001825137296691537
SOX2	DECR1	0.0018251073779538274
TEAD4	ZFYVE16	0.0018250597640872002
GATA3	ELL2	0.001825052546337247
ZFP42	TIPARP	0.001825002720579505
SOX2	HOXB3	0.0018249480053782463
SOX2	SNAPC3	0.0018249390413984656
FOXP1	PLK2	0.0018249228596687317
KLF5	TTK	0.0018249093554913998
KLF5	CTBP1	0.0018248241394758224
MLLT3	RUVBL1	0.0018247858388349414
SOX17	PIP4K2A	0.001824751729145646
HAND2	RRN3	0.001824749168008566
LEF1	KAL1	0.0018246709369122982
TFAP2A	CAP2	0.0018246561521664262
MXI1	GATA4	0.0018246364779770374
SOX2	RFC3	0.0018245609244331717
SOX17	MDM4	0.0018245333340018988
FOXP1	POLR2I	0.001824491540901363
GATA4	YPEL5	0.001824463251978159
EZH2	KDR	0.0018244475359097123
KLF5	GYPE	0.0018242395017296076
EGR1	ALYREF	0.0018241994548588991
MLLT3	C4ORF46	0.0018241744255647063
GATA3	SKIL	0.0018241629004478455
HAND2	NFYB	0.0018241017824038863
FOXP1	THY1	0.0018240928184241056
EGR1	SRSF6	0.0018240534700453281
FOXP1	NONO	0.0018240531207993627
ZFP42	MAFF	0.0018240382196381688
SNAI2	IL6ST	0.0018239535856992006
TFAP2A	MAGI3	0.0018239428754895926
AR	MCM5	0.0018239329801872373
FOXP1	SOS2	0.0018238715128973126
TFAP2A	FAM188A	0.001823867904022336
OTX2	FOXN3	0.0018238563789054751
GATA3	NFIB	0.0018238350749015808
FOXH1	ETV3	0.0018237894400954247
TEAD4	C11ORF82	0.0018237523036077619
HAND2	PRIC285	0.0018237301846966147
KLF5	DPYSL3	0.0018237211043015122
TEAD4	ETS1	0.0018236356554552913
EGR1	LIPG	0.0018236171454191208
TFAP2A	WDR12	0.0018235427560284734
ZFP42	PHC1	0.0018234748858958483
ZFP42	DCAF6	0.0018234479939565063
EZH2	RBMX	0.0018234470626339316
KLF5	TRIM27	0.001823344617150724
HAND2	ZHX3	0.0018231485737487674
AR	NANOG	0.0018231433350592852
POU5F1	PITX2	0.0018231312278658152
EZH2	TCF4	0.0018230470595881343
FOXH1	DNAJB14	0.0018230085261166096
SNAI2	WWP1	0.0018229250563308597
TCF4	KDR	0.0018229155102744699
MXI1	NOL11	0.0018228639382869005
MXI1	AFF1	0.0018228482222184539
HAND2	TAF1L	0.0018228146946057677
EGR1	LGALSL	0.0018226859392598271
BCL11A	RBPJ	0.0018226724350824952
HAND2	SMARCC1	0.0018225271487608552
HAND2	DKK1	0.0018225263338536024
AR	CCND1	0.001822522608563304
KLF5	THAP9	0.001822474761866033
TFAP2A	MAFF	0.001822443213313818
EGR1	EMB	0.0018224233062937856
OTX2	C4ORF46	0.001822417601943016
TFAP2A	RAX2	0.0018224145751446486
SNAI2	VAMP7	0.0018223961815238
KLF5	TTC27	0.0018223721999675035
GATA3	THY1	0.0018223198130726814
KLF5	AIRE	0.0018223178340122104
GATA2	TRIP13	0.0018222755752503872
HAND2	CASD1	0.0018222565995529294
EZH2	NFYB	0.0018222430953755975
HAND2	CRABP2	0.001822242047637701
AR	TRIM28	0.0018222101498395205
MXI1	FER	0.0018221678910776973
KLF5	PLAU	0.001822147867642343
SOX17	TIPIN	0.0018221155041828752
SOX2	FLRT3	0.0018219841876998544
KLF5	FAM89A	0.0018219820922240615
MXI1	GTF2H2D	0.0018219775520265102
SOX2	GPC6	0.0018219462363049388
SOX2	TEAD4	0.0018219351768493652
MLLT3	HIF1A	0.0018218884943053126
HAND2	CD9	0.0018218872137367725
LEF1	TCOF1	0.0018218406476080418
KLF5	COL1A2	0.0018218401819467545
HAND2	TIPARP	0.0018217840697616339
FOXP1	PPP1R9A	0.0018217834876850247
TCF4	FBN1	0.0018217791803181171
SOX2	THAP9	0.0018217731267213821
POU5F1	POLR2I	0.0018217475153505802
SNAI2	CEP290	0.0018217420438304543
SOX2	PPT2	0.0018216883763670921
TCF4	TMF1	0.0018216416938230395
SOX2	TMOD1	0.0018216401804238558
MXI1	NCAPG	0.001821519574150443
MXI1	TEX10	0.0018215092131868005
TCF4	POLR2D	0.001821494777686894
SOX17	NUP54	0.0018214855808764696
HAND2	TRAPPC8	0.00182145438157022
TCF4	ZNF146	0.0018214448355138302
TCF4	CSRP2	0.0018213717266917229
FOXP1	ASB4	0.0018213532166555524
SOX2	GATM	0.0018212650902569294
TCF4	HDGF	0.0018212385475635529
EGR1	CRABP2	0.0018212025752291083
KLF5	PRKACB	0.0018211116548627615
SOX2	RAI14	0.001821077079512179
SOX2	DEPDC1B	0.0018210381967946887
HAND2	REL	0.0018209703266620636
FOXP1	MAP3K2	0.001820920966565609
EGR1	UBTF	0.0018208700930699706
KLF5	SKIL	0.0018208613619208336
HAND2	HLA-DRB1	0.001820843666791916
OTX2	HRSP12	0.0018208087421953678
SNAI2	SOX4	0.0018207908142358065
KLF5	VHL	0.001820683479309082
TFAP2A	MRS2	0.0018206691602244973
SOX2	TJP2	0.0018206508830189705
EGR1	PPPDE1	0.0018206475069746375
SOX2	APLNR	0.0018206342356279492
FOXP1	ERCC-00113	0.0018205269007012248
FOXP1	SNAI2	0.0018205239903181791
EZH2	ILF3	0.0018205156084150076
SOX17	LIN28A	0.001820485107600689
FOXP1	DKK4	0.0018204035004600883
FOXP1	PPT2	0.0018203402869403362
TCF4	BTF3	0.0018202115315943956
